timestamp,job_id,link,location,title
2020-10-23 01:07:44.939055,o9abdfwr,https://jobs.jobvite.com/appfolio/job/o9abdfwr,"Santa Barbara, California",Site Reliability Engineer
2020-10-23 01:07:44.939145,o0bvdfwD,https://jobs.jobvite.com/appfolio/job/o0bvdfwD,"Santa Barbara, California",Analytics Engineer
2020-10-23 01:07:44.939222,obUFdfwH,https://jobs.jobvite.com/appfolio/job/obUFdfwH,"Santa Barbara, California","Manager, Account Services"
2020-10-23 01:07:44.939297,opeydfw8,https://jobs.jobvite.com/appfolio/job/opeydfw8,"Plano, Texas",Chat & Email Support Representative
2020-10-23 01:07:44.939374,odsfdfwR,https://jobs.jobvite.com/appfolio/job/odsfdfwR,"Plano, Texas","Chat & Email Support Representative (Bilingual, Day/Mid-shift)"
2020-10-23 01:07:44.939449,oFa3bfwN,https://jobs.jobvite.com/appfolio/job/oFa3bfwN,"San Diego, California",Customer Insights Data Scientist
2020-10-23 01:07:44.939534,o4hydfwQ,https://jobs.jobvite.com/appfolio/job/o4hydfwQ,"Santa Barbara, California",Community Manager
2020-10-23 01:07:44.939608,oY3fdfwd,https://jobs.jobvite.com/appfolio/job/oY3fdfwd,"Santa Barbara, California","Customer Success Manager, Payment Solutions"
2020-10-23 01:07:44.939682,otfFdfwk,https://jobs.jobvite.com/appfolio/job/otfFdfwk,"Santa Barbara, California","Customer Success Manager, Value+ Support"
2020-10-23 01:07:44.939756,oiaIdfw7,https://jobs.jobvite.com/appfolio/job/oiaIdfw7,3 Locations,"Customer Success, Utility Management"
2020-10-23 01:07:44.939829,o0hydfwM,https://jobs.jobvite.com/appfolio/job/o0hydfwM,"Dallas, Texas","Manager, Training and Enablement"
2020-10-23 01:07:44.939902,orQEdfwS,https://jobs.jobvite.com/appfolio/job/orQEdfwS,United States,Operator
2020-10-23 01:07:44.939975,oCFxdfwL,https://jobs.jobvite.com/appfolio/job/oCFxdfwL,"Dallas, Texas","Director, Sales Finance"
2020-10-23 01:07:44.940048,oJFxdfwS,https://jobs.jobvite.com/appfolio/job/oJFxdfwS,3 Locations,FP&A Manager - R&D
2020-10-23 01:07:44.940121,og1edfws,https://jobs.jobvite.com/appfolio/job/og1edfws,"Santa Barbara, California","Manager, Compliance Audit"
2020-10-23 01:07:44.940193,o9dEdfwX,https://jobs.jobvite.com/appfolio/job/o9dEdfwX,"Santa Barbara, California","Manager, SOX Compliance"
2020-10-23 01:07:44.940266,oFFxdfwO,https://jobs.jobvite.com/appfolio/job/oFFxdfwO,3 Locations,Senior Financial Analyst - FP&A
2020-10-23 01:07:44.940339,oAFocfwz,https://jobs.jobvite.com/appfolio/job/oAFocfwz,2 Locations,Senior Financial Analyst - G&A
2020-10-23 01:07:44.940413,oHFxdfwQ,https://jobs.jobvite.com/appfolio/job/oHFxdfwQ,3 Locations,Senior Financial Analyst - Payments
2020-10-23 01:07:44.940486,oIFxdfwR,https://jobs.jobvite.com/appfolio/job/oIFxdfwR,3 Locations,Senior Financial Analyst - R&D
2020-10-23 01:07:44.940559,oM75bfwT,https://jobs.jobvite.com/appfolio/job/oM75bfwT,"Santa Barbara, California","Director, Facilities and Workplace Services"
2020-10-23 01:07:44.940632,oYBtcfwY,https://jobs.jobvite.com/appfolio/job/oYBtcfwY,"Santa Barbara, California",Leadership Development Manager
2020-10-23 01:07:44.940705,oUHNdfwl,https://jobs.jobvite.com/appfolio/job/oUHNdfwl,3 Locations,Sr. HRIS Analyst
2020-10-23 01:07:44.940781,oO5Fdfwv,https://jobs.jobvite.com/appfolio/job/oO5Fdfwv,2 Locations,B2B Sales Development Program
2020-10-23 01:07:44.940855,oBfmdfw9,https://jobs.jobvite.com/appfolio/job/oBfmdfw9,2 Locations,B2B Sales Development Program (Investment Management)
2020-10-23 01:07:44.940928,oE5Fdfwl,https://jobs.jobvite.com/appfolio/job/oE5Fdfwl,"Dallas, Texas",Business Development Representative
2020-10-23 01:07:44.941001,oMHNdfwd,https://jobs.jobvite.com/appfolio/job/oMHNdfwd,"Santa Barbara, California",Business Development Representative
2020-10-23 01:07:44.941074,oPp2cfwc,https://jobs.jobvite.com/appfolio/job/oPp2cfwc,3 Locations,Customer Marketing Programs Manager
2020-10-23 01:07:44.941146,oX8gdfwi,https://jobs.jobvite.com/appfolio/job/oX8gdfwi,"Santa Barbara, California","Director, Corporate Communications"
2020-10-23 01:07:44.941220,oyyNdfwQ,https://jobs.jobvite.com/appfolio/job/oyyNdfwQ,2 Locations,Field Marketing Programs Manager
2020-10-23 01:07:44.941293,oFOCdfw2,https://jobs.jobvite.com/appfolio/job/oFOCdfw2,2 Locations,Marketing Database Specialist
2020-10-23 01:07:44.941366,oXvpdfwO,https://jobs.jobvite.com/appfolio/job/oXvpdfwO,"Dallas, Texas",Marketing Database Strategist
2020-10-23 01:07:44.941439,oUADdfw4,https://jobs.jobvite.com/appfolio/job/oUADdfw4,3 Locations,Marketing Programs Manager
2020-10-23 01:07:44.941512,oXvPdfwe,https://jobs.jobvite.com/appfolio/job/oXvPdfwe,"Santa Barbara, California",Product Marketing Manager
2020-10-23 01:07:44.941585,oxADdfwH,https://jobs.jobvite.com/appfolio/job/oxADdfwH,3 Locations,"Senior Manager, Media & Influencer Marketing"
2020-10-23 01:07:44.941659,oDzNdfwW,https://jobs.jobvite.com/appfolio/job/oDzNdfwW,5 Locations,Senior Marketing Copywriter - Real Estate
2020-10-23 01:07:44.941731,odWLdfwR,https://jobs.jobvite.com/appfolio/job/odWLdfwR,"Santa Barbara, California",Senior Visual Designer
2020-10-23 01:07:44.941804,oafxdfwT,https://jobs.jobvite.com/appfolio/job/oafxdfwT,"Santa Barbara, California",Business Development Representative (MyCase)
2020-10-23 01:07:44.941878,oKqCdfwJ,https://jobs.jobvite.com/appfolio/job/oKqCdfwJ,2 Locations,Head of People - MyCase
2020-10-23 01:07:44.941949,oasMdfwl,https://jobs.jobvite.com/appfolio/job/oasMdfwl,"San Diego, California",Product Marketing Manager
2020-10-23 01:07:44.942021,oVKzcfwa,https://jobs.jobvite.com/appfolio/job/oVKzcfwa,"San Diego, California",Senior Product Manager - MyCase
2020-10-23 01:07:44.942094,o1Jzcfwf,https://jobs.jobvite.com/appfolio/job/o1Jzcfwf,"San Diego, California",Senior Software Engineer - MyCase
2020-10-23 01:07:44.942168,ongKafwh,https://jobs.jobvite.com/appfolio/job/ongKafwh,"San Diego, California",Staff Software Engineer - MyCase
2020-10-23 01:07:44.942243,otFKdfwP,https://jobs.jobvite.com/appfolio/job/otFKdfwP,2 Locations,"Onboarding Manager, APM+"
2020-10-23 01:07:44.942315,oRfhdfwk,https://jobs.jobvite.com/appfolio/job/oRfhdfwk,"Santa Barbara, California",Principal Product Manager
2020-10-23 01:07:44.942388,oUaydfwz,https://jobs.jobvite.com/appfolio/job/oUaydfwz,"San Diego, California",Product Manager
2020-10-23 01:07:44.942459,ouXBcfwY,https://jobs.jobvite.com/appfolio/job/ouXBcfwY,"Venice, California",Senior Product Manager (Dynasty)
2020-10-23 01:07:44.942531,o9xRcfwt,https://jobs.jobvite.com/appfolio/job/o9xRcfwt,"San Diego, California",Senior User Experience Designer
2020-10-23 01:07:44.942604,oB0fdfwN,https://jobs.jobvite.com/appfolio/job/oB0fdfwN,"Santa Barbara, California",User Experience Designer
2020-10-23 01:07:44.942677,ocnNdfwj,https://jobs.jobvite.com/appfolio/job/ocnNdfwj,2 Locations,User Experience Researcher
2020-10-23 01:07:44.942750,ozatdfw9,https://jobs.jobvite.com/appfolio/job/ozatdfw9,2 Locations,Account Executive (AppFolio Property Manager)
2020-10-23 01:07:44.942822,oG2Idfwn,https://jobs.jobvite.com/appfolio/job/oG2Idfwn,"Santa Barbara, California",Account Executive (MyCase)
2020-10-23 01:07:44.942895,oLUGdfwi,https://jobs.jobvite.com/appfolio/job/oLUGdfwi,2 Locations,Inside Sales Representative (ISR)
2020-10-23 01:07:44.942968,orSddfwt,https://jobs.jobvite.com/appfolio/job/orSddfwt,"Dallas, Texas",Solution Engineer
2020-10-23 01:07:44.943040,oCfhdfw5,https://jobs.jobvite.com/appfolio/job/oCfhdfw5,"Santa Barbara, California","Director, Software Engineering"
2020-10-23 01:07:44.943113,o0JXcfwC,https://jobs.jobvite.com/appfolio/job/o0JXcfwC,"Santa Barbara, California",Principal Software Engineer - Payments
2020-10-23 01:07:44.943187,ojG5cfw0,https://jobs.jobvite.com/appfolio/job/ojG5cfw0,2 Locations,Quality Assurance Engineer
2020-10-23 01:07:44.943259,ocFHdfwv,https://jobs.jobvite.com/appfolio/job/ocFHdfwv,"Santa Barbara, California",Quality Assurance Engineer - Investment Management
2020-10-23 01:07:44.943333,okL3cfw4,https://jobs.jobvite.com/appfolio/job/okL3cfw4,2 Locations,Senior Software Engineer
2020-10-23 01:07:44.943406,oalbdfwD,https://jobs.jobvite.com/appfolio/job/oalbdfwD,2 Locations,Security Engineer
2020-10-23 01:07:44.943478,otNDdfwQ,https://jobs.jobvite.com/appfolio/job/otNDdfwQ,"Santa Barbara, California",Consumer Relations Specialist
2020-10-23 01:07:44.943600,oTkBcfwK,https://jobs.jobvite.com/appfolio/job/oTkBcfwK,"Dallas, Texas","Director, Value Added Services"
2020-10-23 01:07:44.943674,oxNwdfwN,https://jobs.jobvite.com/appfolio/job/oxNwdfwN,"Santa Barbara, California",Fraud Operations Analyst
2020-10-23 01:07:44.943749,o5evdfwL,https://jobs.jobvite.com/appfolio/job/o5evdfwL,"Santa Barbara, California",Public Records Analyst
2020-10-23 01:07:44.943822,oQ8HdfwC,https://jobs.jobvite.com/appfolio/job/oQ8HdfwC,"Santa Barbara, California","Website Production Specialist, Investment Management"
